contract_id,contract_version,symbol,trading_date,leg,reference_session,reference_valid,reason_code,efficiency_ratio,session_type,sweep_evaluated,sweep_qualified,setup_type,entry_engine,direction,entry_status,ticket_status,fill_status,result_status,sweep_candidate_index,sweep_candidate_time,sweep_side,sweep_prior_level,sweep_extreme,sweep_close
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-14,POST_LONDON,LONDON,True,CLASSIFIED,0.38672483639763056,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-14T07:30:00+00:00,LOW,1.12582,1.12547,1.12763
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-17,POST_ASIAN,ASIAN,True,CLASSIFIED,0.06942752740560656,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-17T00:15:00+00:00,LOW,1.12328,1.12324,1.12426
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-17,POST_LONDON,LONDON,True,CLASSIFIED,0.13267181183389004,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-17T07:15:00+00:00,LOW,1.12566,1.12415,1.12585
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-18,POST_ASIAN,ASIAN,True,CLASSIFIED,0.013726835964316257,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-18T00:15:00+00:00,LOW,1.13512,1.13501,1.13586
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-18,POST_LONDON,LONDON,True,CLASSIFIED,0.15045537340618959,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-18T07:15:00+00:00,LOW,1.13238,1.13023,1.13259
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-19,POST_ASIAN,ASIAN,True,CLASSIFIED,0.35343383584588695,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,6,2022-10-19T01:30:00+00:00,HIGH,1.13496,1.13507,1.13422
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-19,POST_LONDON,LONDON,True,CLASSIFIED,0.10475389145982343,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-19T07:30:00+00:00,HIGH,1.12932,1.12993,1.12869
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-20,POST_ASIAN,ASIAN,True,CLASSIFIED,0.05973451327433503,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-20T00:30:00+00:00,HIGH,1.12187,1.12219,1.12066
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-20,POST_LONDON,LONDON,True,CLASSIFIED,0.1498607242339904,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-20T07:45:00+00:00,HIGH,1.12329,1.12403,1.12171
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-21,POST_ASIAN,ASIAN,True,CLASSIFIED,0.17140536149471006,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,4,2022-10-21T01:00:00+00:00,LOW,1.1198,1.11968,1.1207
SESSION_FLOW_V2_SIMPLE,2.1-simple,GBPUSD,2022-10-21,POST_LONDON,LONDON,True,CLASSIFIED,0.3103731037310325,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,13,2022-10-21T10:15:00+00:00,LOW,1.11114,1.11086,1.11125
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-03,POST_ASIAN,ASIAN,True,CLASSIFIED,0.14030612244898288,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,15,2022-10-03T03:45:00+00:00,HIGH,144.859,144.863,144.843
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-03,POST_LONDON,LONDON,True,CLASSIFIED,0.1585623678646745,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-03T07:15:00+00:00,LOW,144.93,144.866,144.937
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-04,POST_ASIAN,ASIAN,True,CLASSIFIED,0.10810810810809895,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-04T00:45:00+00:00,HIGH,144.702,144.753,144.689
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-04,POST_LONDON,LONDON,True,CLASSIFIED,0.15341545352745065,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-04T07:30:00+00:00,LOW,144.545,144.528,144.583
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-05,POST_ASIAN,ASIAN,True,CLASSIFIED,0.2684472612041655,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-05T00:45:00+00:00,HIGH,143.899,144.016,143.845
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-05,POST_LONDON,LONDON,True,CLASSIFIED,0.3066666666666473,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-05T07:30:00+00:00,HIGH,144.48,144.506,144.434
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-06,POST_ASIAN,ASIAN,True,CLASSIFIED,0.16611661166116873,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-06T00:30:00+00:00,HIGH,144.487,144.498,144.433
