contract_id,contract_version,symbol,trading_date,leg,reference_session,reference_valid,reason_code,efficiency_ratio,session_type,sweep_evaluated,sweep_qualified,setup_type,entry_engine,direction,entry_status,ticket_status,fill_status,result_status,sweep_candidate_index,sweep_candidate_time,sweep_side,sweep_prior_level,sweep_extreme,sweep_close
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-06,POST_LONDON,LONDON,True,CLASSIFIED,0.21199999999998909,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-06T07:15:00+00:00,HIGH,144.656,144.68,144.606
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-07,POST_ASIAN,ASIAN,True,CLASSIFIED,0.14413407821227844,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-07T00:15:00+00:00,LOW,144.989,144.942,144.999
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-07,POST_LONDON,LONDON,True,CLASSIFIED,0.18234165067176764,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-07T07:45:00+00:00,LOW,144.888,144.84,144.911
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-10,POST_ASIAN,ASIAN,True,CLASSIFIED,0.02491103202846237,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-10T00:30:00+00:00,HIGH,145.631,145.669,145.548
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-10,POST_LONDON,LONDON,True,CLASSIFIED,0.22649006622513965,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-10T07:15:00+00:00,LOW,145.245,145.235,145.301
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-11,POST_ASIAN,ASIAN,True,CLASSIFIED,0.03426294820717496,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,2,2022-10-11T00:30:00+00:00,LOW,145.567,145.543,145.686
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-11,POST_LONDON,LONDON,True,CLASSIFIED,0.1604651162790786,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-11T07:15:00+00:00,LOW,145.599,145.544,145.615
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-12,POST_ASIAN,ASIAN,True,CLASSIFIED,0.17409896151497334,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-12T00:15:00+00:00,LOW,145.874,145.805,146.05
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-12,POST_LONDON,LONDON,True,CLASSIFIED,0.42243902439022274,TREND,False,,TREND,ENTRY_1,LONG,ENTRY_1_CONTRACT_INCOMPLETE,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,,,,,,
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-13,POST_ASIAN,ASIAN,True,CLASSIFIED,0.06157112526538458,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-13T00:45:00+00:00,HIGH,146.83,146.886,146.788
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-13,POST_LONDON,LONDON,True,CLASSIFIED,0.34526854219944797,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-13T07:15:00+00:00,LOW,146.775,146.75,146.8
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-14,POST_ASIAN,ASIAN,True,CLASSIFIED,0.14614121510672798,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-14T00:15:00+00:00,HIGH,147.384,147.391,147.369
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-14,POST_LONDON,LONDON,True,CLASSIFIED,0.4871794871794783,TREND,False,,TREND,ENTRY_1,LONG,ENTRY_1_CONTRACT_INCOMPLETE,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,,,,,,
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-17,POST_ASIAN,ASIAN,True,CLASSIFIED,0.00891265597149729,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,17,2022-10-17T04:15:00+00:00,HIGH,148.768,148.769,148.746
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-17,POST_LONDON,LONDON,True,CLASSIFIED,0.11751662971174733,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,6,2022-10-17T08:30:00+00:00,HIGH,148.752,148.77,148.673
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-18,POST_ASIAN,ASIAN,True,CLASSIFIED,0.0037678975131845423,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-18T00:15:00+00:00,LOW,148.852,148.839,148.858
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-18,POST_LONDON,LONDON,True,CLASSIFIED,0.18459069020865815,RANGE,True,True,SWEEP,ENTRY_2,,BLOCKED_DUAL_SIDE_AMBIGUITY,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,8,2022-10-18T09:00:00+00:00,DUAL,,,149.033
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-19,POST_ASIAN,ASIAN,True,CLASSIFIED,0.17786561264825007,RANGE,True,True,SWEEP,ENTRY_2,,BLOCKED_DUAL_SIDE_AMBIGUITY,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-19T00:45:00+00:00,DUAL,,,149.179
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-19,POST_LONDON,LONDON,True,CLASSIFIED,0.23473541383990465,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-19T07:45:00+00:00,LOW,149.336,149.274,149.347
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-20,POST_ASIAN,ASIAN,True,CLASSIFIED,0.09090909090914089,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-20T00:45:00+00:00,LOW,149.81,149.801,149.925
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-20,POST_LONDON,LONDON,True,CLASSIFIED,0.18820224719104958,RANGE,True,True,SWEEP,ENTRY_2,SHORT,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,1,2022-10-20T07:15:00+00:00,HIGH,149.982,149.986,149.981
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-21,POST_ASIAN,ASIAN,True,CLASSIFIED,0.3250000000000192,RANGE,True,True,SWEEP,ENTRY_2,LONG,SWEEP_ENTRY_SPEC_BLOCKED,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,3,2022-10-21T00:45:00+00:00,LOW,150.152,150.132,150.157
SESSION_FLOW_V2_SIMPLE,2.1-simple,USDJPY,2022-10-21,POST_LONDON,LONDON,True,CLASSIFIED,0.7380792478173038,TREND,False,,TREND,ENTRY_1,LONG,ENTRY_1_CONTRACT_INCOMPLETE,NOT_AUTHORIZED,NOT_AUTHORIZED,NOT_CALCULATED,,,,,,
