time,open,high,low,close,spread
2026-05-01 00:00:00,1.36028,1.36050,1.35993,1.36004,1
2026-05-01 00:15:00,1.36004,1.36030,1.36001,1.36007,1
2026-05-01 00:30:00,1.36008,1.36053,1.36007,1.36034,1
2026-05-01 00:45:00,1.36035,1.36063,1.36007,1.36038,1
2026-05-01 01:00:00,1.36038,1.36041,1.35999,1.36030,1
2026-05-01 01:15:00,1.36031,1.36049,1.35995,1.36033,1
2026-05-01 01:30:00,1.36033,1.36071,1.36033,1.36043,1
2026-05-01 01:45:00,1.36044,1.36072,1.36033,1.36066,1
2026-05-01 02:00:00,1.36065,1.36092,1.36057,1.36071,1
2026-05-01 02:15:00,1.36071,1.36092,1.36069,1.36074,1
2026-05-01 02:30:00,1.36075,1.36089,1.36039,1.36042,1
2026-05-01 02:45:00,1.36043,1.36069,1.36008,1.36064,1
2026-05-01 03:00:00,1.36064,1.36090,1.36053,1.36089,1
2026-05-01 03:15:00,1.36089,1.36121,1.36078,1.36108,1
2026-05-01 03:30:00,1.36109,1.36111,1.36039,1.36044,1
2026-05-01 03:45:00,1.36043,1.36053,1.36008,1.36024,1
2026-05-01 04:00:00,1.36025,1.36046,1.35986,1.36000,1
2026-05-01 04:15:00,1.36000,1.36002,1.35960,1.35962,1
2026-05-01 04:30:00,1.35962,1.35989,1.35958,1.35975,1
2026-05-01 04:45:00,1.35974,1.35980,1.35964,1.35972,1
2026-05-01 05:00:00,1.35971,1.35980,1.35946,1.35947,1
2026-05-01 05:15:00,1.35949,1.35951,1.35919,1.35930,1
2026-05-01 05:30:00,1.35931,1.35950,1.35915,1.35929,1
2026-05-01 05:45:00,1.35928,1.35940,1.35887,1.35892,1
2026-05-01 06:00:00,1.35894,1.35931,1.35888,1.35901,1
2026-05-01 06:15:00,1.35901,1.35935,1.35869,1.35919,1
2026-05-01 06:30:00,1.35919,1.35972,1.35891,1.35963,1
2026-05-01 06:45:00,1.35964,1.36227,1.35964,1.36111,1
2026-05-01 07:00:00,1.36110,1.36140,1.36055,1.36091,1
2026-05-01 07:15:00,1.36092,1.36120,1.36058,1.36114,1
2026-05-01 07:30:00,1.36114,1.36118,1.36025,1.36080,1
2026-05-01 07:45:00,1.36080,1.36146,1.35991,1.36049,1
2026-05-01 08:00:00,1.36048,1.36089,1.36007,1.36010,1
2026-05-01 08:15:00,1.36010,1.36120,1.36008,1.36080,1
2026-05-01 08:30:00,1.36080,1.36101,1.36047,1.36089,1
2026-05-01 08:45:00,1.36089,1.36120,1.36059,1.36083,1
2026-05-01 09:00:00,1.36084,1.36099,1.36022,1.36025,1
2026-05-01 09:15:00,1.36024,1.36034,1.35936,1.35947,1
2026-05-01 09:30:00,1.35946,1.36019,1.35942,1.36008,1
2026-05-01 09:45:00,1.36007,1.36010,1.35916,1.35931,1
2026-05-01 10:00:00,1.35930,1.36059,1.35918,1.36053,1
2026-05-01 10:15:00,1.36055,1.36102,1.36054,1.36091,1
2026-05-01 10:30:00,1.36091,1.36092,1.36026,1.36048,1
2026-05-01 10:45:00,1.36047,1.36084,1.36038,1.36061,1
2026-05-01 11:00:00,1.36060,1.36142,1.36060,1.36142,1
2026-05-01 11:15:00,1.36141,1.36229,1.36130,1.36191,1
2026-05-01 11:30:00,1.36192,1.36208,1.36124,1.36127,1
2026-05-01 11:45:00,1.36127,1.36203,1.36082,1.36202,1
2026-05-01 12:00:00,1.36201,1.36361,1.36157,1.36317,1
2026-05-01 12:15:00,1.36314,1.36431,1.36308,1.36397,1
2026-05-01 12:30:00,1.36397,1.36409,1.36314,1.36318,1
2026-05-01 12:45:00,1.36318,1.36345,1.36288,1.36297,1
2026-05-01 13:00:00,1.36295,1.36369,1.36290,1.36318,1
2026-05-01 13:15:00,1.36319,1.36338,1.36256,1.36279,1
2026-05-01 13:30:00,1.36278,1.36295,1.36234,1.36252,1
2026-05-01 13:45:00,1.36252,1.36396,1.36163,1.36374,1
2026-05-01 14:00:00,1.36373,1.36564,1.36359,1.36509,1
2026-05-01 14:15:00,1.36511,1.36578,1.36459,1.36497,1
2026-05-01 14:30:00,1.36498,1.36498,1.36318,1.36365,1
2026-05-01 14:45:00,1.36365,1.36393,1.36172,1.36233,1
2026-05-01 15:00:00,1.36235,1.36297,1.36200,1.36292,1
2026-05-01 15:15:00,1.36292,1.36304,1.36218,1.36246,1
2026-05-01 15:30:00,1.36249,1.36294,1.36206,1.36233,1
2026-05-01 15:45:00,1.36234,1.36287,1.36144,1.36189,1
2026-05-01 16:00:00,1.36190,1.36221,1.36146,1.36193,1
2026-05-01 16:15:00,1.36193,1.36233,1.36075,1.36094,1
2026-05-01 16:30:00,1.36092,1.36111,1.36036,1.36058,1
2026-05-01 16:45:00,1.36058,1.36060,1.35987,1.35989,1
2026-05-01 17:00:00,1.35990,1.36018,1.35961,1.35977,1
2026-05-01 17:15:00,1.35977,1.35991,1.35945,1.35965,1
2026-05-01 17:30:00,1.35965,1.35967,1.35887,1.35896,1
2026-05-01 17:45:00,1.35896,1.35977,1.35887,1.35936,1
2026-05-01 18:00:00,1.35936,1.35947,1.35822,1.35831,1
2026-05-01 18:15:00,1.35831,1.35843,1.35754,1.35796,1
2026-05-01 18:30:00,1.35799,1.35834,1.35760,1.35823,1
2026-05-01 18:45:00,1.35822,1.35853,1.35801,1.35824,1
2026-05-01 19:00:00,1.35823,1.35833,1.35800,1.35811,1
2026-05-01 19:15:00,1.35811,1.35826,1.35800,1.35801,1
2026-05-01 19:30:00,1.35801,1.35803,1.35771,1.35774,1
2026-05-01 19:45:00,1.35774,1.35781,1.35730,1.35733,1
2026-05-01 20:00:00,1.35733,1.35751,1.35722,1.35732,1
2026-05-01 20:15:00,1.35731,1.35733,1.35710,1.35711,1
2026-05-01 20:30:00,1.35712,1.35736,1.35682,1.35708,0
2026-05-01 20:45:00,1.35713,1.35744,1.35684,1.35737,12
2026-05-03 21:00:00,1.35838,1.35998,1.35838,1.35990,38
