time,open,high,low,close,spread
2026-05-01 00:00:00,156.989,157.17,156.968,157.117,2
2026-05-01 00:15:00,157.117,157.306,157.101,157.281,2
2026-05-01 00:30:00,157.281,157.285,157.145,157.238,2
2026-05-01 00:45:00,157.238,157.283,156.993,157.081,2
2026-05-01 01:00:00,157.082,157.256,157.049,157.189,2
2026-05-01 01:15:00,157.189,157.242,157.106,157.191,2
2026-05-01 01:30:00,157.192,157.208,157.066,157.203,2
2026-05-01 01:45:00,157.201,157.233,157.119,157.201,2
2026-05-01 02:00:00,157.196,157.207,157.143,157.166,2
2026-05-01 02:15:00,157.166,157.213,157.129,157.182,2
2026-05-01 02:30:00,157.181,157.278,157.154,157.277,2
2026-05-01 02:45:00,157.277,157.327,157.236,157.237,2
2026-05-01 03:00:00,157.236,157.292,157.197,157.277,2
2026-05-01 03:15:00,157.277,157.282,157.138,157.168,2
2026-05-01 03:30:00,157.167,157.201,156.993,157.174,2
2026-05-01 03:45:00,157.172,157.237,157.161,157.187,2
2026-05-01 04:00:00,157.187,157.195,157.11,157.148,2
2026-05-01 04:15:00,157.149,157.217,157.149,157.214,2
2026-05-01 04:30:00,157.212,157.24,157.184,157.226,2
2026-05-01 04:45:00,157.226,157.28,157.201,157.246,2
2026-05-01 05:00:00,157.247,157.288,157.201,157.284,2
2026-05-01 05:15:00,157.286,157.298,157.243,157.289,2
2026-05-01 05:30:00,157.289,157.291,157.204,157.21,2
2026-05-01 05:45:00,157.21,157.293,157.207,157.28,2
2026-05-01 06:00:00,157.28,157.295,157.197,157.28,2
2026-05-01 06:15:00,157.28,157.291,157.208,157.253,2
2026-05-01 06:30:00,157.253,157.271,157.052,157.054,2
2026-05-01 06:45:00,157.053,157.055,155.487,155.964,2
2026-05-01 07:00:00,155.963,156.639,155.865,156.352,2
2026-05-01 07:15:00,156.349,156.465,156.261,156.32,2
2026-05-01 07:30:00,156.318,156.625,156.278,156.467,2
2026-05-01 07:45:00,156.467,156.723,156.364,156.624,2
