time,open,high,low,close,spread
2025-08-11 13:30:00,3350.61,3358.5,3349.68,3357.83,180
2025-08-11 13:45:00,3357.79,3362.86,3357.79,3358.6,180
2025-08-11 14:00:00,3358.61,3359.35,3354.8,3358.56,180
2025-08-11 14:15:00,3358.55,3359.24,3351.83,3351.95,180
2025-08-11 14:30:00,3351.94,3352.52,3341.51,3346.63,180
2025-08-11 14:45:00,3346.65,3349.03,3344.75,3346.34,180
2025-08-11 15:00:00,3346.35,3348.93,3344.88,3346.29,180
2025-08-11 15:15:00,3346.28,3350.18,3346.05,3349.89,180
2025-08-11 15:30:00,3349.87,3352.28,3347.97,3349.33,180
2025-08-11 15:45:00,3349.34,3349.81,3347.66,3349.43,180
2025-08-11 16:00:00,3349.41,3350.26,3345.31,3347.59,180
2025-08-11 16:15:00,3347.58,3349.44,3346.38,3346.44,180
2025-08-11 16:30:00,3346.44,3347.08,3342.79,3344.34,180
2025-08-11 16:45:00,3344.38,3344.57,3342.54,3344.1,180
2025-08-11 17:00:00,3344.11,3344.59,3342.26,3343.17,180
2025-08-11 17:15:00,3343.15,3345.65,3342.04,3345.29,180
2025-08-11 17:30:00,3345.28,3358.64,3341.19,3358.36,180
2025-08-11 17:45:00,3358.35,3358.79,3355.0,3357.62,180
2025-08-11 18:00:00,3357.62,3358.67,3353.84,3354.3,180
2025-08-11 18:15:00,3354.29,3356.26,3352.3,3355.25,180
2025-08-11 18:30:00,3355.27,3356.97,3354.05,3356.0,180
2025-08-11 18:45:00,3355.94,3356.64,3354.22,3356.12,180
2025-08-11 19:00:00,3356.12,3356.83,3352.78,3353.25,180
2025-08-11 19:15:00,3353.26,3353.72,3351.77,3352.89,180
2025-08-11 19:30:00,3352.9,3354.08,3352.11,3353.99,180
2025-08-11 19:45:00,3353.97,3354.32,3350.39,3351.59,180
2025-08-11 20:00:00,3351.53,3351.78,3350.18,3350.38,180
2025-08-11 20:15:00,3350.36,3351.36,3349.68,3349.8,180
2025-08-11 20:30:00,3349.79,3349.93,3346.63,3347.1,180
2025-08-11 20:45:00,3347.09,3347.45,3342.21,3342.78,180
2025-08-11 22:00:00,3343.12,3346.65,3342.55,3346.17,180
2025-08-11 22:15:00,3346.16,3346.34,3344.18,3344.89,180
2025-08-11 22:30:00,3344.77,3345.38,3342.84,3343.29,180
2025-08-11 22:45:00,3343.29,3347.22,3343.24,3347.05,180
2025-08-11 23:00:00,3347.04,3347.86,3346.26,3347.59,180
2025-08-11 23:15:00,3347.56,3349.59,3346.86,3346.87,180
2025-08-11 23:30:00,3346.86,3349.08,3346.61,3347.83,180
2025-08-11 23:45:00,3347.81,3349.56,3347.81,3348.97,180
2025-08-12 00:00:00,3348.98,3351.32,3347.41,3351.12,180
2025-08-12 00:15:00,3351.08,3353.24,3350.13,3350.61,180
2025-08-12 00:30:00,3350.61,3354.98,3350.25,3354.86,180
2025-08-12 00:45:00,3354.87,3355.67,3354.21,3354.46,180
2025-08-12 01:00:00,3354.47,3357.36,3352.84,3356.5,180
2025-08-12 01:15:00,3356.49,3357.39,3349.84,3351.13,180
2025-08-12 01:30:00,3351.13,3351.67,3346.23,3350.15,180
2025-08-12 01:45:00,3350.16,3352.5,3348.91,3349.78,180
2025-08-12 02:00:00,3349.78,3352.71,3349.7,3351.09,180
2025-08-12 02:15:00,3351.09,3353.02,3350.25,3352.76,180
2025-08-12 02:30:00,3352.76,3354.3,3350.17,3350.55,180
2025-08-12 02:45:00,3350.55,3353.55,3350.1,3352.99,180
2025-08-12 03:00:00,3353.02,3355.33,3353.0,3354.82,180
2025-08-12 03:15:00,3354.9,3354.98,3351.01,3351.2,180
2025-08-12 03:30:00,3351.19,3351.6,3349.3,3350.22,180
2025-08-12 03:45:00,3350.22,3350.88,3348.15,3349.45,180
2025-08-12 04:00:00,3349.45,3352.34,3348.58,3351.24,180
2025-08-12 04:15:00,3351.24,3352.86,3351.19,3351.97,180
2025-08-12 04:30:00,3351.98,3354.35,3349.67,3354.25,180
2025-08-12 04:45:00,3354.2,3355.7,3353.07,3354.33,180
2025-08-12 05:00:00,3354.37,3354.94,3353.04,3353.72,180
2025-08-12 05:15:00,3353.75,3354.81,3352.93,3353.13,180
2025-08-12 05:30:00,3353.11,3354.21,3352.24,3352.51,180
2025-08-12 05:45:00,3352.52,3355.76,3350.48,3354.52,180
2025-08-12 06:00:00,3354.55,3354.88,3347.01,3348.5,180
2025-08-12 06:15:00,3348.5,3348.5,3342.22,3344.86,180
2025-08-12 06:30:00,3344.86,3349.09,3342.29,3348.84,180
2025-08-12 06:45:00,3348.85,3348.87,3343.7,3345.38,180
2025-08-12 07:00:00,3345.43,3348.08,3343.8,3344.91,180
2025-08-12 07:15:00,3344.92,3349.16,3344.82,3349.09,180
2025-08-12 07:30:00,3349.1,3358.12,3348.37,3355.45,180
2025-08-12 07:45:00,3355.45,3357.26,3352.61,3355.6,180
2025-08-12 08:00:00,3355.58,3355.8,3351.41,3353.06,180
2025-08-12 08:15:00,3353.05,3353.69,3348.62,3349.74,180
2025-08-12 08:30:00,3349.75,3350.96,3345.98,3347.06,180
2025-08-12 08:45:00,3347.03,3349.25,3345.57,3347.91,180
