timestamp,open,high,low,close,volume,spread
2025-08-11 13:30:00,3350.61,3358.5,3349.68,3357.83,6415,180
2025-08-11 13:45:00,3357.79,3362.86,3357.79,3358.6,5734,180
2025-08-11 14:00:00,3358.61,3359.35,3354.8,3358.56,5977,180
2025-08-11 14:15:00,3358.55,3359.24,3351.83,3351.95,5570,180
2025-08-11 14:30:00,3351.94,3352.52,3341.51,3346.63,6481,180
2025-08-11 14:45:00,3346.65,3349.03,3344.75,3346.34,4837,180
2025-08-11 15:00:00,3346.35,3348.93,3344.88,3346.29,4641,180
2025-08-11 15:15:00,3346.28,3350.18,3346.05,3349.89,3860,180
2025-08-11 15:30:00,3349.87,3352.28,3347.97,3349.33,4002,180
2025-08-11 15:45:00,3349.34,3349.81,3347.66,3349.43,4119,180
2025-08-11 16:00:00,3349.41,3350.26,3345.31,3347.59,4695,180
2025-08-11 16:15:00,3347.58,3349.44,3346.38,3346.44,2920,180
2025-08-11 16:30:00,3346.44,3347.08,3342.79,3344.34,3257,180
2025-08-11 16:45:00,3344.38,3344.57,3342.54,3344.1,3523,180
2025-08-11 17:00:00,3344.11,3344.59,3342.26,3343.17,2918,180
2025-08-11 17:15:00,3343.15,3345.65,3342.04,3345.29,3230,180
2025-08-11 17:30:00,3345.28,3358.64,3341.19,3358.36,7294,180
2025-08-11 17:45:00,3358.35,3358.79,3355.0,3357.62,4613,180
2025-08-11 18:00:00,3357.62,3358.67,3353.84,3354.3,3974,180
2025-08-11 18:15:00,3354.29,3356.26,3352.3,3355.25,3677,180
2025-08-11 18:30:00,3355.27,3356.97,3354.05,3356.0,2686,180
2025-08-11 18:45:00,3355.94,3356.64,3354.22,3356.12,2429,180
2025-08-11 19:00:00,3356.12,3356.83,3352.78,3353.25,2125,180
2025-08-11 19:15:00,3353.26,3353.72,3351.77,3352.89,2202,180
2025-08-11 19:30:00,3352.9,3354.08,3352.11,3353.99,2490,180
2025-08-11 19:45:00,3353.97,3354.32,3350.39,3351.59,3282,180
2025-08-11 20:00:00,3351.53,3351.78,3350.18,3350.38,1754,180
2025-08-11 20:15:00,3350.36,3351.36,3349.68,3349.8,1632,180
2025-08-11 20:30:00,3349.79,3349.93,3346.63,3347.1,2378,180
2025-08-11 20:45:00,3347.09,3347.45,3342.21,3342.78,2449,180
2025-08-11 22:00:00,3343.12,3346.65,3342.55,3346.17,1539,180
2025-08-11 22:15:00,3346.16,3346.34,3344.18,3344.89,1243,180
2025-08-11 22:30:00,3344.77,3345.38,3342.84,3343.29,1362,180
2025-08-11 22:45:00,3343.29,3347.22,3343.24,3347.05,1455,180
2025-08-11 23:00:00,3347.04,3347.86,3346.26,3347.59,1405,180
2025-08-11 23:15:00,3347.56,3349.59,3346.86,3346.87,1205,180
2025-08-11 23:30:00,3346.86,3349.08,3346.61,3347.83,1150,180
2025-08-11 23:45:00,3347.81,3349.56,3347.81,3348.97,1104,180
2025-08-12 00:00:00,3348.98,3351.32,3347.41,3351.12,2378,180
2025-08-12 00:15:00,3351.08,3353.24,3350.13,3350.61,2813,180
2025-08-12 00:30:00,3350.61,3354.98,3350.25,3354.86,2476,180
2025-08-12 00:45:00,3354.87,3355.67,3354.21,3354.46,2283,180
2025-08-12 01:00:00,3354.47,3357.36,3352.84,3356.5,3347,180
2025-08-12 01:15:00,3356.49,3357.39,3349.84,3351.13,3324,180
2025-08-12 01:30:00,3351.13,3351.67,3346.23,3350.15,3846,180
2025-08-12 01:45:00,3350.16,3352.5,3348.91,3349.78,3451,180
2025-08-12 02:00:00,3349.78,3352.71,3349.7,3351.09,2410,180
2025-08-12 02:15:00,3351.09,3353.02,3350.25,3352.76,2218,180
2025-08-12 02:30:00,3352.76,3354.3,3350.17,3350.55,2234,180
2025-08-12 02:45:00,3350.55,3353.55,3350.1,3352.99,2150,180
2025-08-12 03:00:00,3353.02,3355.33,3353.0,3354.82,2405,180
2025-08-12 03:15:00,3354.9,3354.98,3351.01,3351.2,2744,180
2025-08-12 03:30:00,3351.19,3351.6,3349.3,3350.22,2064,180
2025-08-12 03:45:00,3350.22,3350.88,3348.15,3349.45,1751,180
2025-08-12 04:00:00,3349.45,3352.34,3348.58,3351.24,1679,180
2025-08-12 04:15:00,3351.24,3352.86,3351.19,3351.97,1602,180
2025-08-12 04:30:00,3351.98,3354.35,3349.67,3354.25,2360,180
2025-08-12 04:45:00,3354.2,3355.7,3353.07,3354.33,2367,180
2025-08-12 05:00:00,3354.37,3354.94,3353.04,3353.72,2266,180
2025-08-12 05:15:00,3353.75,3354.81,3352.93,3353.13,2179,180
2025-08-12 05:30:00,3353.11,3354.21,3352.24,3352.51,2539,180
2025-08-12 05:45:00,3352.52,3355.76,3350.48,3354.52,2683,180
2025-08-12 06:00:00,3354.55,3354.88,3347.01,3348.5,3727,180
2025-08-12 06:15:00,3348.5,3348.5,3342.22,3344.86,4667,180
2025-08-12 06:30:00,3344.86,3349.09,3342.29,3348.84,3389,180
2025-08-12 06:45:00,3348.85,3348.87,3343.7,3345.38,3064,180
2025-08-12 07:00:00,3345.43,3348.08,3343.8,3344.91,2793,180
2025-08-12 07:15:00,3344.92,3349.16,3344.82,3349.09,2129,180
2025-08-12 07:30:00,3349.1,3358.12,3348.37,3355.45,3731,180
2025-08-12 07:45:00,3355.45,3357.26,3352.61,3355.6,3074,180
2025-08-12 08:00:00,3355.58,3355.8,3351.41,3353.06,2581,180
2025-08-12 08:15:00,3353.05,3353.69,3348.62,3349.74,2593,180
2025-08-12 08:30:00,3349.75,3350.96,3345.98,3347.06,2655,180
2025-08-12 08:45:00,3347.03,3349.25,3345.57,3347.91,2453,180
2025-08-12 09:00:00,3347.91,3351.84,3346.83,3351.05,2819,180
2025-08-12 09:15:00,3351.04,3351.48,3348.31,3348.31,1965,180
2025-08-12 09:30:00,3348.32,3349.14,3347.29,3348.06,1709,180
2025-08-12 09:45:00,3348.09,3348.58,3344.39,3345.57,2082,180
2025-08-12 10:00:00,3345.57,3348.71,3344.09,3348.55,2732,180
2025-08-12 10:15:00,3348.54,3350.51,3347.13,3349.38,2604,180
2025-08-12 10:30:00,3349.39,3350.11,3345.04,3345.04,2218,180
2025-08-12 10:45:00,3345.05,3346.72,3343.97,3344.73,2593,180
2025-08-12 11:00:00,3344.73,3345.13,3341.97,3343.83,3028,180
2025-08-12 11:15:00,3343.82,3343.92,3339.37,3343.04,3122,180
2025-08-12 11:30:00,3343.06,3346.38,3336.1,3346.38,4320,180
2025-08-12 11:45:00,3346.39,3348.31,3344.62,3347.47,2787,180
2025-08-12 12:00:00,3347.47,3348.35,3343.82,3344.2,3423,180
2025-08-12 12:15:00,3344.16,3344.63,3338.6,3339.71,4393,180
2025-08-12 12:30:00,3339.81,3354.59,3339.76,3349.45,8350,180
2025-08-12 12:45:00,3349.48,3358.05,3347.9,3349.88,7064,180
2025-08-12 13:00:00,3349.91,3354.18,3342.53,3343.96,6797,180
2025-08-12 13:15:00,3343.93,3350.09,3343.76,3347.54,5609,180
2025-08-12 13:30:00,3347.56,3355.87,3340.06,3355.25,6680,180
2025-08-12 13:45:00,3355.14,3356.97,3343.52,3345.51,8412,180
2025-08-12 14:00:00,3345.51,3346.54,3335.78,3335.9,7156,180
2025-08-12 14:15:00,3335.86,3337.46,3331.08,3335.3,7263,180
2025-08-12 14:30:00,3335.16,3338.91,3333.45,3336.11,5433,180
2025-08-12 14:45:00,3336.19,3338.5,3332.38,3337.46,5810,180
2025-08-12 15:00:00,3337.45,3344.75,3336.97,3343.03,5614,180
2025-08-12 15:15:00,3343.04,3359.24,3341.88,3354.85,6295,180
2025-08-12 15:30:00,3354.99,3358.2,3349.81,3353.26,6631,180
2025-08-12 15:45:00,3353.25,3354.32,3348.92,3349.78,5091,180
2025-08-12 16:00:00,3349.78,3350.55,3346.65,3346.95,4574,180
2025-08-12 16:15:00,3346.94,3349.18,3345.89,3348.91,4379,180
2025-08-12 16:30:00,3348.93,3351.22,3347.23,3349.02,4097,180
2025-08-12 16:45:00,3349.03,3349.91,3347.18,3349.46,3423,180
2025-08-12 17:00:00,3349.45,3349.96,3347.9,3349.93,3422,180
2025-08-12 17:15:00,3349.94,3350.62,3347.34,3348.04,3906,180
2025-08-12 17:30:00,3348.07,3349.82,3347.72,3348.33,2928,180
2025-08-12 17:45:00,3348.32,3349.03,3346.42,3348.98,2837,180
2025-08-12 18:00:00,3348.97,3350.84,3348.39,3349.08,2786,180
2025-08-12 18:15:00,3349.08,3350.55,3347.91,3349.01,2946,180
2025-08-12 18:30:00,3349.01,3349.56,3347.52,3348.54,2515,180
2025-08-12 18:45:00,3348.62,3349.7,3348.14,3349.01,2539,180
2025-08-12 19:00:00,3349.01,3349.39,3345.56,3346.57,2620,180
2025-08-12 19:15:00,3346.56,3348.4,3345.9,3348.2,2286,180
2025-08-12 19:30:00,3348.19,3349.27,3347.44,3347.83,2505,180
2025-08-12 19:45:00,3347.83,3348.45,3346.72,3347.61,2675,180
2025-08-12 20:00:00,3347.6,3347.76,3345.92,3346.68,1960,180
2025-08-12 20:15:00,3346.66,3348.34,3346.57,3347.99,1418,180
2025-08-12 20:30:00,3347.99,3349.42,3347.31,3349.3,1384,180
2025-08-12 20:45:00,3349.31,3350.07,3347.53,3348.04,1039,180
2025-08-12 22:00:00,3349.2,3351.58,3348.95,3351.35,1175,180
2025-08-12 22:15:00,3351.4,3353.7,3351.17,3351.92,1231,180
2025-08-12 22:30:00,3351.92,3352.16,3350.48,3350.54,986,180
